  scopesDump:
    SCOPE 0x55af4350d218: TOP.tb_top_verilator.riscv_wrapper_i.ram_i.dp_ram_i
       DPI-EXPORT 0x55af41523930: read_byte
       DPI-EXPORT 0x55af41523950: write_byte

[CORE] Core settings: PULP_SECURE =           0, N_PMP_ENTRIES =          16, N_PMP_CFG           4
finished dumping memory
Start Running!
Writing: 0000d634
Writing: 0000d630
Writing: 0000d630
Writing: 0000200b
Writing: 0000d614
Writing: 0000d614
Writing: 0000d614
Writing: 0000c9cc
Writing: 0000d618
Writing: 0000d618
Writing: 0000d618
Writing: 0000d61c
Writing: 0000d61c
Writing: 0000d628
Writing: 0000d5cc
Writing: 0000d5cc
Writing: 0000d5cc
Writing: 00003fb0
Writing: 0000d5b8
Writing: 0000d5b8
Writing: 0000d5b8
Writing: 0000d5b4
Writing: 0000d5b4
Writing: 0000c678
Writing: 0000d5bc
Writing: 0000d5bc
Writing: 0000d5bc
Writing: 0000d07c
Writing: 0000d07c
Writing: 0000d07c
Writing: 00007984
Writing: 0000d5d8
Writing: 0000d5d8
Writing: 0000d5d8
Writing: 00000000
Writing: 0000d62c
Writing: 0000d62c
Writing: 0000d62c
Writing: 00000400
Writing: 0000d628
Writing: 0000d628
Writing: 0000d628
Writing: 00000800
Writing: 0000d61c
Writing: 0000d61c
Writing: 0000d61c
Writing: 0000d618
Writing: 0000d618
Writing: 0000d618
Writing: 0000d614
Writing: 0000d614
Writing: 0000d614
Writing: 0000d610
Writing: 0000d610
Writing: 0000d60c
Writing: 0000d60c
Writing: 0000d608
Writing: 0000d608
Writing: 0000d604
Writing: 0000d604
Writing: 0000d600
Writing: 0000d600
Writing: 0000d5fc
Writing: 0000d5fc
Writing: 0000d5f8
Writing: 0000d5f8
Writing: 0000d5f8
Writing: 0000040b
Writing: 0000d5e8
Writing: 0000d5e8
Writing: 0000d5e8
Writing: 0000d5e4
Writing: 0000d5e4
Writing: 0000c678
Writing: 0000d5ec
Writing: 0000d5ec
Writing: 0000d5ec
Writing: 0000d07c
Writing: 0000d07c
Writing: 0000d07c
Writing: 00005366
Writing: 0000d030
Writing: 0000d030
Writing: 0000d030
Writing: 0001a918
Writing: 0000d030
Writing: 0000d030
Writing: 0000d030
Writing: 00000272
Writing: 0000d054
Writing: 0000d054
Writing: 0000d054
Writing: 00019c8c
Writing: 0000d03c
Writing: 0000d03c
Writing: 0000d03c
Writing: 0000d087
Writing: 0000d5e8
Writing: 0000d5e8
Writing: 0000d5e8
Writing: 0000d5e4
Writing: 0000d5e4
Writing: 0000c678
Writing: 0000d5ec
Writing: 0000d5ec
Writing: 0000d5ec
Writing: 0000d07c
Writing: 0000d07c
Writing: 0000d07c
Writing: 00005366
Writing: 0000d030
Writing: 0000d030
Writing: 0000d030
Writing: 0001b468
Writing: 0000d030
Writing: 0000d030
Writing: 0000d030
Writing: 00000272
Writing: 0000cc14
Writing: 0000cc14
Writing: 0000cc14
Writing: 00000f80
Writing: 0000d054
Writing: 0000d054
Writing: 0000d054
Writing: 0000d084
Writing: 0000d084
Writing: 0000d084
Writing: 00019818
Writing: 0000d04c
Writing: 0000d04c
Writing: 0000d04c
Writing: 0000d048
Writing: 0000d048
Writing: 0000d048
Writing: 00004332
Writing: 0000d084
Writing: 0000d084
Writing: 0000d084
Writing: 0000d488
Writing: 0000cc14
Writing: 0000cc14
Writing: 0000cc14
Writing: 00004514
Writing: 0000d48c
Writing: 0000d48c
Writing: 0000d48c
Writing: 00004114
Writing: 0000c6b4
Writing: 0000c6b4
Writing: 0000c6b4
Writing: 0000c9cc
Writing: 0000c9cc
Writing: 0000c9cc
Writing: 0000c9dc
Writing: 0000c9dc
Writing: 0000c9dc
Writing: 00002089
Writing: 0000c9d8
Writing: 0000c9d8
Writing: 0000c9d8
Writing: 0000c9e0
Writing: 0000c9e0
Writing: 0000c9e0
Writing: 0000d618
Writing: 0000d618
Writing: 0000d618
Writing: 0000d614
Writing: 0000d614
Writing: 0000c678
Writing: 0000d61c
Writing: 0000d61c
Writing: 0000d61c
Writing: 0000d07c
Writing: 0000d07c
Writing: 0000d07c
Writing: 000079b0
Writing: 0000c9d8
Writing: 0000c9d8
Writing: 0000c9d8
Writing: 0000c9d8
Writing: 0000c9d8
Writing: 0000c9d8
Writing: 00004084
Writing: 0000c9d4
Writing: 0000c9d4
Writing: 0000c9d4
Writing: 00000400
Writing: 0000c9e4
Writing: 0000c9e4
Writing: 0000c9e4
Writing: 0000d724
Writing: 0000d724
Writing: 0000d724
Writing: 0000d72c
Writing: 0000d72c
Writing: 0000d728
Writing: 0000d728
Writing: 00000000
Writing: 0000d6a8
Writing: 0000d6a8
Writing: 0000d6a8
Writing: 0000d6a4
Writing: 0000d6a4
Writing: 0000d678
Writing: 0000d678
Writing: 0000d694
Writing: 0000d694
Writing: 0000d6a0
Writing: 0000d6a0
Writing: 0000d68c
Writing: 0000d68c
Writing: 0000b850
Writing: 0000d74c
Writing: 0000d74c
Writing: 0000d750
Writing: 0000d750
Writing: 00000006
Writing: 0000d72c
Writing: 0000d72c
Writing: 0000d72c
Writing: 0000d728
Writing: 0000d728
Writing: 0000d728
Writing: 00000008
Writing: 0000d68c
Writing: 0000d68c
Writing: 0000d68c
Writing: 0000d680
Writing: 0000d680
Writing: 0000d680
Writing: 0000d707
Writing: 0000d707
Writing: 0000d690
Writing: 0000d690
Writing: 0000d690
Writing: 00000000
Writing: 0000d680
Writing: 0000d680
Writing: 0000d680
Writing: 00000044
Writing: 0000d67c
Writing: 0000d67c
Writing: 0000d67c
Writing: 00000010
Writing: 0000d7ef
Writing: 0000d7ef
Writing: 0000d7ef
Writing: 0000d7ef
Writing: 0000d674
Writing: 0000d674
Writing: 0000d674
Writing: 0001afdf
Writing: 0000d684
Writing: 0000d684
Writing: 0000d684
Writing: 00000000
Writing: 0000d684
Writing: 0000d684
Writing: 0000d684
Writing: 0000d69c
Writing: 0000d69c
Writing: 0000d69c
Writing: 00000000
Writing: 0000d754
Writing: 0000d754
Writing: 0000d754
Writing: 0000d758
Writing: 0000d758
Writing: 0000d72c
Writing: 0000d72c
Writing: 0000d728
Writing: 0000d728
Writing: 0000d728
Writing: 00000009
Writing: 0000d68c
Writing: 0000d68c
Writing: 0000d68c
Writing: 0000d648
Writing: 0000d648
Writing: 0000d648
Writing: 0000d64c
Writing: 0000d64c
Writing: 0000d644
Writing: 0000d644
Writing: 0000d644
Writing: 0000d640
Writing: 0000d640
Writing: 0000d640
Writing: 0000d63c
Writing: 0000d63c
Writing: 0000d638
Writing: 0000d638
Writing: 0000d634
Writing: 0000d634
Writing: 0000d630
Writing: 0000d630
Writing: 0000d62c
Writing: 0000d62c
Writing: 0000d628
Writing: 0000d628
Writing: 0000d724
Writing: 0000d618
Writing: 0000d618
Writing: 0000d618
Writing: 0000d610
Writing: 0000d610
Writing: 0000d604
Writing: 0000d604
Writing: 0000d61c
Writing: 0000d61c
Writing: 0000d614
Writing: 0000d614
Writing: 0000d614
Writing: 0000d60c
Writing: 0000d60c
Writing: 0000d60c
Writing: 0000d608
Writing: 0000d608
Writing: 0000d600
Writing: 0000d600
Writing: 0000d5fc
Writing: 0000d5fc
Writing: 0000d5f8
Writing: 0000d5f8
Writing: 0000d5f4
Writing: 0000d5f4
Writing: 0000d5f0
Writing: 0000d5f0
Writing: 0000d5ec
Writing: 0000d5ec
Writing: 0000d5ec
Writing: 00002891
Writing: 0000d088
Writing: 0000d088
Writing: 0000d088
Writing: 00004676
Writing: 0000d089
Writing: 0000d089
Writing: 0000d089
Writing: 00004676
Writing: 0000d08a
Writing: 0000d08a
Writing: 0000d08a
Writing: 00004676
Writing: 0000d08b
Writing: 0000d08b
Writing: 0000d08b
Writing: 00004676
Writing: 0000d08c
Writing: 0000d08c
Writing: 0000d08c
Writing: 00004676
Writing: 0000d08d
Writing: 0000d08d
Writing: 0000d08d
Writing: 00004676
Writing: 0000c9d4
Writing: 0000c9d4
Writing: 0000c9d4
Writing: 0000c9cc
Writing: 0000c9cc
Writing: 0000c9cc
Writing: 00002794
Writing: 0000d72c
Writing: 0000d72c
Writing: 0000d72c
Writing: 00000001
Writing: 0000d08e
Writing: 0000d08e
Writing: 0000d08e
Writing: 00004676
Writing: 0000c9d4
Writing: 0000c9d4
Writing: 0000c9d4
Writing: 0000c9cc
Writing: 0000c9cc
Writing: 0000c9cc
Writing: 00002794
Writing: 0000d72c
Writing: 0000d72c
Writing: 0000d72c
Writing: 00000000
Writing: 0000d72c
Writing: 0000d72c
Writing: 0000d72c
Writing: 0000d728
Writing: 0000d728
Writing: 0000d728
Writing: 00006d1c
Writing: 0000d728
Writing: 0000d728
Writing: 00000000
Writing: 0000d74c
Writing: 0000d74c
Writing: 0000d750
Writing: 0000d750
Writing: 00000001
Writing: 0000d72c
Writing: 0000d72c
Writing: 0000d72c
Writing: 0000d728
Writing: 0000d728
Writing: 0000d728
Writing: 00000008
Writing: 0000d68c
Writing: 0000d68c
Writing: 0000d68c
Writing: 0000d648
Writing: 0000d648
Writing: 0000d648
Writing: 0000d64c
Writing: 0000d64c
Writing: 0000d644
Writing: 0000d644
Writing: 0000d644
Writing: 0000d640
Writing: 0000d640
Writing: 0000d640
Writing: 0000d63c
Writing: 0000d63c
Writing: 0000d638
Writing: 0000d638
Writing: 0000d634
Writing: 0000d634
Writing: 0000d630
Writing: 0000d630
Writing: 0000d62c
Writing: 0000d62c
Writing: 0000d628
Writing: 0000d628
Writing: 0000d724
Writing: 0000d618
Writing: 0000d618
Writing: 0000d618
Writing: 0000d610
Writing: 0000d610
Writing: 0000d604
Writing: 0000d604
Writing: 0000d61c
Writing: 0000d61c
Writing: 0000d614
Writing: 0000d614
Writing: 0000d614
Writing: 0000d60c
Writing: 0000d60c
Writing: 0000d60c
Writing: 0000d608
Writing: 0000d608
Writing: 0000d600
Writing: 0000d600
Writing: 0000d5fc
Writing: 0000d5fc
Writing: 0000d5f8
Writing: 0000d5f8
Writing: 0000d5f4
Writing: 0000d5f4
Writing: 0000d5f0
Writing: 0000d5f0
Writing: 0000d5ec
Writing: 0000d5ec
Writing: 0000d5ec
Writing: 00002891
Writing: 0000d08f
Writing: 0000d08f
Writing: 0000d08f
Writing: 00004676
Writing: 0000c9d4
Writing: 0000c9d4
Writing: 0000c9d4
Writing: 0000c9cc
Writing: 0000c9cc
Writing: 0000c9cc
Writing: 00002794
Writing: 0000d5c8
Writing: 0000d5c8
Writing: 0000d5c8
Writing: 0000d5cc
Writing: 0000d5cc
Writing: 0000c678
Writing: 0000d5c8
Writing: 0000d5c8
Writing: 0000d5c8
Writing: 00002899
Writing: 0000d5c4
Writing: 0000d5c4
Writing: 0000d5c4
Writing: 0000d5cc
Writing: 0000d5cc
Writing: 0000d5c0
Writing: 0000d5c0
Writing: 0000d5bc
Writing: 0000d5bc
Writing: 00002891
Writing: 0000c9cc
Writing: 0000c9cc
Writing: 0000c9cc
Writing: 0001a118
Writing: 0000c9d4
Writing: 0000c9d4
Writing: 0000c9d4
Writing: 00000008
Writing: 0000d5a8
Writing: 0000d5a8
Writing: 0000d5a8
Writing: 0000d5a4
Writing: 0000d5a4
Writing: 0000d5a0
Writing: 0000d5a0
Writing: 0000d5a0
Writing: 0000d59c
Writing: 0000d59c
Writing: 0000d59c
Writing: 0000d5ac
Writing: 0000d5ac
Writing: 00002989
Writing: 0000c9d8
Writing: 0000c9d8
Writing: 0000c9d8
Writing: 0000d5a8
Writing: 0000d5a8
Writing: 0000d5a8
Writing: 0000d5a4
Writing: 0000d5a4
Writing: 0000c678
Writing: 0000d5ac
Writing: 0000d5ac
Writing: 0000d5ac
Writing: 0000d07c
Writing: 0000d07c
Writing: 0000d07c
Writing: 00007718
DWriting: 0001a119
aWriting: 0001a11a
tWriting: 0001a11b
aWriting: 0001a11c
:Writing: 0001a11d
 Writing: 0001a11e
1Writing: 0001a11f

Writing: 0001a120
Writing: 0000d72c
Writing: 0000d72c
Writing: 0000d72c
Writing: 00000000
Writing: 0000d72c
Writing: 0000d72c
Writing: 0000d72c
Writing: 0000d728
Writing: 0000d728
Writing: 0000d728
Writing: 00006d1c
Writing: 0000d878
Writing: 0000d878
Writing: 0000d878
Writing: 0000d87c
Writing: 0000d87c
Writing: 00000000
Writing: 0000d85c
Writing: 0000d85c
Writing: 0000d85c
Writing: 0000d858
Writing: 0000d858
Writing: 0000d854
Writing: 0000d854
Writing: 0000d850
Writing: 0000d850
Writing: 0000d86c
Writing: 0000d86c
Writing: 0000d868
Writing: 0000d868
Writing: 0000d864
Writing: 0000d864
Writing: 0000d864
Writing: 0000d860
Writing: 0000d860
Writing: 0000d860
Writing: 0000d84c
Writing: 0000d84c
Writing: 00000000
Writing: 0000c7c8
Writing: 0000c7c8
Writing: 0000c7c8
Writing: 00000326
Writing: 0000d838
Writing: 0000d838
Writing: 0000d838
Writing: 0000c678
Writing: 0000d834
Writing: 0000d834
Writing: 0000d834
Writing: 0000d830
Writing: 0000d830
Writing: 0000d830
Writing: 0000d82c
Writing: 0000d82c
Writing: 0000d83c
Writing: 0000d83c
Writing: 00000402
Writing: 0000d868
Writing: 0000d868
Writing: 0000d868
Writing: 0000d860
Writing: 0000d860
Writing: 0000d860
Writing: 0000d858
Writing: 0000d858
Writing: 0000d854
Writing: 0000d854
Writing: 0000d850
Writing: 0000d850
Writing: 0000d84c
Writing: 0000d84c
Writing: 0000d86c
Writing: 0000d86c
Writing: 0000d864
Writing: 0000d864
Writing: 0000d85c
Writing: 0000d85c
Writing: 0000d85c
Writing: 0000c678
Writing: 0000d83c
Writing: 0000d83c
Writing: 0000d83c
Writing: 0000d838
Writing: 0000d838
Writing: 0000d838
Writing: 0000d834
Writing: 0000d834
Writing: 0000d834
Writing: 0000d830
Writing: 0000d830
Writing: 0000c964
Writing: 0000d828
Writing: 0000d828
Writing: 0000d828
Writing: 00000014
Writing: 0000d824
Writing: 0000d824
Writing: 0000d824
Writing: 0000d82c
Writing: 0000d82c
Writing: 0000d820
Writing: 0000d820
Writing: 0000d81c
Writing: 0000d81c
Writing: 0000000c
Writing: 0000c970
Writing: 0000c970
Writing: 00000000
Writing: 0000d828
Writing: 0000d828
Writing: 0000d828
Writing: 0000d824
Writing: 0000d824
Writing: 0000c678
Writing: 0000d82c
Writing: 0000d82c
Writing: 0000d82c
Writing: 0000d07c
Writing: 0000d07c
Writing: 0000d07c
Writing: 000077bc
Writing: 0000c970
Writing: 0000c970
Writing: 0000c970
Writing: 00007860
Writing: 0000d83c
Writing: 0000d83c
Writing: 0000d83c
Writing: 0000d838
Writing: 0000d838
Writing: 0000d838
Writing: 0000d834
Writing: 0000d834
Writing: 0000d834
Writing: 0000d830
Writing: 0000d830
Writing: 0000c9cc
Writing: 0000d828
Writing: 0000d828
Writing: 0000d828
Writing: 00002899
Writing: 0000d824
Writing: 0000d824
Writing: 0000d824
Writing: 0000d82c
Writing: 0000d82c
Writing: 0000d820
Writing: 0000d820
Writing: 0000d81c
Writing: 0000d81c
Writing: 00002891
Writing: 0000c9cc
Writing: 0000c9cc
Writing: 0000c9cc
Writing: 0001a110
Writing: 0000c9d4
Writing: 0000c9d4
Writing: 0000c9d4
Writing: 00000000
Writing: 0000d828
Writing: 0000d828
Writing: 0000d828
Writing: 0000d824
Writing: 0000d824
Writing: 0000c678
Writing: 0000d82c
Writing: 0000d82c
Writing: 0000d82c
Writing: 0000d07c
Writing: 0000d07c
Writing: 0000d07c
Writing: 000077bc
Writing: 0000d828
Writing: 0000d828
Writing: 0000d828
Writing: 0000d824
Writing: 0000d824
Writing: 0000d824
Writing: 0000c678
Writing: 0000d82c
Writing: 0000d82c
Writing: 0000d82c
Writing: 00002326
Writing: 0000d084
Writing: 0000d084
Writing: 0000d084
Writing: 0000cc14
Writing: 0000cc14
Writing: 0000cc14
Writing: 00020f68
Writing: 0000c9d8
Writing: 0000c9d8
Writing: 0000c9d8
Writing: 00007860
Writing: 0000d83c
Writing: 0000d83c
Writing: 0000d83c
Writing: 0000d838
Writing: 0000d838
Writing: 0000d838
Writing: 0000d834
Writing: 0000d834
Writing: 0000d834
Writing: 0000d830
Writing: 0000d830
Writing: 0000ca34
Writing: 0000d828
Writing: 0000d828
Writing: 0000d828
Writing: 00000022
Writing: 0000d824
Writing: 0000d824
Writing: 0000d824
Writing: 0000d82c
Writing: 0000d82c
Writing: 0000d820
Writing: 0000d820
Writing: 0000d81c
Writing: 0000d81c
Writing: 0000001a
Writing: 0000ca40
Writing: 0000ca40
Writing: 00000000
Writing: 0000d828
Writing: 0000d828
Writing: 0000d828
Writing: 0000d824
Writing: 0000d824
Writing: 0000c678
Writing: 0000d82c
Writing: 0000d82c
Writing: 0000d82c
Writing: 0000d07c
Writing: 0000d07c
Writing: 0000d07c
Writing: 000077bc
Writing: 0000ca40
Writing: 0000ca40
Writing: 0000ca40
Writing: 00007860
Writing F: 20000004
Writing F: 20000004
Writing F: 20000004
EXIT SUCCESS
- tb_top_verilator.sv:61: Verilog $finish
Writing F: 20000004
